botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
2410200203,50112,180121,4499.8,1.1116,27.787,1.4861,34.6877,151.4,34.6879,151.6,2323.9,7.583,2424,2.51,7.953,1.288,2.049
2410200317,50112,221358,258.8,16.4004,25.35,16.4421,34.6028,188.6,34.6207,188.2,2068.7,7.888,2281,0.43,8.018,2.370,3.681
2410200314,50112,220910,362,9.6536,26.317,9.6947,34.1122,133.4,34.1121,132.9,2168.6,7.599,2265,1.66,7.835,1.265,1.993
2410200311,50112,220406,486.6,8.4247,26.632,8.476,34.2646,30.9,34.2634,29.7,2266.3,7.366,2286,2.61,7.599,0.738,1.165
2410200306,50112,215438,720.6,5.373,27.045,5.4336,34.2598,34.1,34.2589,33.4,2305.9,7.352,2325,2.88,7.640,0.729,1.156
2410200301,50112,214505,1017.4,4.0348,27.35,4.1127,34.4564,41.2,34.4569,41.7,2335.2,7.386,2363,2.99,7.687,0.782,1.241
2410201223,50312,215925,5.9,23.4688,23.884,23.4701,35.1138,212.7,35.1148,213.7,2008.9,8.055,2318,0.16,8.080,3.450,5.258
2410201219,50312,215638,23.9,23.4523,23.889,23.4573,35.1139,213.2,35.114,214,2009,8.058,2319,0.15,8.081,3.460,5.272
2410201217,50312,215435,43.9,23.4454,23.891,23.4545,35.1138,212.2,35.114,212.9,2008.4,8.055,2319,0.16,8.082,3.466,5.282
2410201215,50312,215216,73.1,23.4109,23.898,23.426,35.1108,213.6,35.1112,213.6,2008.4,8.057,2317,0.16,8.080,3.444,5.248
2410201212,50312,214842,98.3,23.1549,23.978,23.1751,35.1171,211.1,35.1163,211.6,2011.4,8.056,2318,0.15,8.080,3.419,5.214
2410201207,50312,214343,150.8,22.5373,24.32,22.5678,35.3349,209.6,35.334,209.8,2023.8,8.045,2327,0.08,8.080,3.370,5.146
2410201204,50312,213924,199.5,20.8426,24.635,20.8807,35.1291,189.2,35.1161,191.6,2053.2,7.977,2314,0.23,8.035,2.913,4.471
2420200216,53012,190332,2001.1,1.9868,27.665,2.1252,34.6165,85.2,34.6162,85.8,2358.9,7.468,2416,2.8,7.812,0.973,1.547
2420200211,53012,184151,2999.6,1.332,27.756,1.5498,34.6679,124.3,34.6675,124.6,2344.8,7.538,2425,2.59,7.893,1.137,1.808
2420200203,53012,180516,4500.3,1.1123,27.786,1.4869,34.6869,151.8,34.6871,151.6,2324.4,7.582,2420,2.47,7.940,1.252,1.991
2420200318,53012,222632,258.7,16.5112,25.358,16.553,34.6471,201,34.6598,201.8,2055.5,7.92,2282,0.32,8.045,2.508,3.893
2420200316,53012,222246,346.7,12.4243,25.931,12.4706,34.2577,206.6,34.2585,207.1,2081.2,7.822,2260,0.73,8.011,2.004,3.140
2420200313,53012,221656,506.2,7.6951,26.576,7.7456,34.0547,127,34.0531,128,2195.1,7.554,2279,1.94,7.825,1.158,1.829
2420200310,53012,221154,606.9,5.7729,26.848,5.8251,34.073,-9,-9,-9,2257.2,7.412,2294,2.5,7.698,0.825,1.307
2420200307,53012,220621,738.6,4.6868,27.114,4.7451,34.247,25.6,34.247,25.1,2324.5,7.325,2331,2.97,7.608,0.662,1.050
2420200301,53012,215628,1020.7,3.823,27.379,3.8996,34.4651,37.4,34.4665,37.5,2344,-9,2370,2.98,7.684,0.774,1.228
2420201322,60112,41458,4.9,24.2599,23.668,24.261,35.1366,210.9,-9,211.6,2005,8.063,2316,0.12,8.071,3.485,5.298
2420201319,60112,41239,24.4,24.2549,23.684,24.2601,35.1563,211.1,-9,211.7,2005.5,8.066,2320,0.12,8.076,3.522,5.354
2420201317,60112,41034,45.5,24.0595,23.828,24.0691,35.2693,213.1,35.2737,214,2012.2,8.065,2327,0.1,8.077,3.521,5.354
2420201315,60112,40824,74.9,23.2072,24.142,23.2226,35.3536,219.6,35.3537,219.2,2017.8,8.06,2332,0.07,8.087,3.497,5.330
2420201312,60112,40524,99.7,22.7819,24.27,22.8022,35.3609,218.4,35.3638,218.4,2019.8,8.055,2330,0.06,8.087,3.446,5.259
2420201307,60112,40001,148.5,21.6846,24.569,21.7137,35.346,208.6,35.348,208.6,2032.1,8.029,2328,0.08,8.080,3.280,5.020
2420201304,60112,35604,200.1,18.8803,25.023,18.9159,34.9629,196.4,34.9626,196.9,2054.1,7.95,2303,0.21,8.046,2.763,4.263
2430200216,62612,191444,2000.1,1.9547,27.672,2.0925,34.6215,89.1,34.6217,89.6,2358.1,7.476,2415,2.8,7.811,0.971,1.544
2430200211,62612,183955,3000,1.3422,27.755,1.5602,34.6682,122.3,34.6669,122.5,2347.7,7.535,2425,2.61,7.883,1.116,1.774
2430200203,62612,175510,4499.8,1.1131,27.787,1.4877,34.6884,153.4,34.6879,-9,2327,7.581,2423,2.47,7.941,1.256,1.998
2430200319,62712,5055,249.6,16.2954,25.393,16.3354,34.6266,197.5,34.6154,198.8,2059.8,7.902,2277,0.36,8.030,2.413,3.749
2430200316,62712,4619,345.2,11.5754,26.036,11.6193,34.1848,171.2,34.1805,-9,2112.4,7.75,2259,1.06,7.946,1.704,2.674
2430200312,62712,3949,498.6,7.8957,26.591,7.9463,34.1112,109.2,34.1113,107.3,2211.8,7.521,2276,2.07,7.759,1.013,1.601
2430200310,62712,3619,585,6.2731,26.852,6.3257,34.1569,-9,-9,59.2,2272.1,7.402,2300,2.6,7.659,0.776,1.229
2430200307,62712,2914,748.7,5.1414,27.103,5.2034,34.2989,37.6,34.2991,35.9,2311.7,7.362,2328,2.91,7.634,0.714,1.132
2430200301,62712,1415,1023.1,3.8427,27.385,3.9196,34.4755,42.5,34.4756,41.7,2342.7,7.385,2367,3,7.678,0.763,1.211
2430200822,62712,162419,5.7,24.3449,23.706,24.3461,35.2214,209.9,35.2229,210.9,2013.1,8.059,2325,0.11,8.069,3.498,5.315
2430200819,62712,162214,25.6,24.3452,23.706,24.3507,35.2215,210.4,35.2211,210.1,2012.4,8.059,2323,0.12,8.067,3.483,5.293
2430200817,62712,162019,45.2,24.3449,23.706,24.3545,35.2213,210.3,35.2209,210.3,2013.3,8.05,2323,0.11,8.065,3.474,5.280
2430200815,62712,161819,74.8,24.0785,23.876,24.0943,35.3402,-9,-9,214.7,2013.7,8.064,2323,0.05,8.067,3.461,5.262
2430200812,62712,161549,99.8,22.9166,24.175,22.9369,35.2864,214,35.2867,214,2023.4,8.047,2326,0.09,8.074,3.372,5.145
2430200807,62712,161129,150.3,21.3245,24.596,21.3536,35.2507,197.3,35.2515,200.4,2046.7,8.001,2322,0.14,8.051,3.066,4.699
2430200804,62712,160819,199.7,19.0804,24.977,19.1161,34.9688,-9,-9,194.5,2056.6,7.944,2294,0.26,8.022,2.649,4.085
2440200316,73112,183247,2000.3,2.0161,27.666,2.1548,34.6199,87.6,34.6197,87.9,2359.6,7.472,2414,2.79,7.803,0.955,1.517
2440200311,73112,180857,2999.8,1.3589,27.753,1.5773,34.6664,121.7,34.6657,122,2349.7,7.535,2429,2.6,7.889,1.132,1.800
2440200303,73112,173006,4501.2,1.1146,27.787,1.4894,34.688,151.3,34.6873,151,2327.5,7.582,2423,2.47,7.939,1.252,1.992
2440200419,73112,230523,254.4,15.3654,25.445,15.4045,34.4214,-9,-9,191.6,2072.2,7.863,2271,0.52,8.008,2.227,3.468
2440200417,73112,230216,359,10.5449,26.148,10.5879,34.0908,185.3,34.0923,183.6,2118.3,7.726,2261,1.15,7.952,1.661,2.613
2440200411,73112,225320,610.3,5.3179,26.963,5.3684,34.1478,38.8,34.1434,40.3,2297.4,7.344,2307,2.83,7.610,0.674,1.068
2440200408,73112,224848,754.3,4.7999,27.171,4.8604,34.3354,24,34.3358,22.9,2328,7.338,2336,3.03,7.610,0.672,1.065
2440200401,73112,223737,1020.2,4.0207,27.378,4.0988,34.4893,37,34.4889,37.3,2343.1,7.38,2371,3.01,7.687,0.785,1.246
2440200722,80112,65902,10.5,25.0335,23.438,25.0358,35.1412,210.1,35.1419,209.1,2007.7,8.065,2318,0.12,8.058,3.496,5.302
2440200717,80112,65357,45.4,24.956,23.506,24.9658,35.1998,210.2,35.2089,210.5,2010.5,8.066,2325,0.11,8.064,3.539,5.368
2440200715,80112,65132,75.1,23.4059,24.05,23.4215,35.3092,222.7,35.3125,221.2,2020.2,8.056,2330,0.08,8.077,3.457,5.266
2440200712,80112,64817,100.4,22.316,24.346,22.3361,35.2855,213.5,35.2871,214.8,2033.5,8.031,2331,0.12,8.073,3.311,5.061
2440200707,80112,64216,150.2,21.1611,24.612,21.19,35.2123,198.9,35.2284,201.1,2052.8,7.997,2330,0.17,8.056,3.088,4.735
2440200704,80112,63804,200,19.8805,24.89,19.9174,35.1272,201.1,35.1183,201.1,2050.5,7.979,2311,0.16,8.049,2.893,4.451
2450200216,81712,182920,1999.4,2.0524,27.661,2.1917,34.6172,85.7,34.6166,86.3,2359,7.468,2419,2.79,7.820,0.994,1.580
2450200211,81712,180740,2999.5,1.3584,27.754,1.5768,34.6676,120.6,34.6673,121.4,2351,7.532,2426,2.61,7.876,1.100,1.749
2450200203,81712,172902,4500.1,1.1118,27.787,1.4864,34.6882,152.3,34.6887,151.7,2326.1,7.582,2423,2.47,7.944,1.263,2.009
2450200319,81712,230246,248,15.7309,25.467,15.7697,34.5561,204.3,34.5535,202,2060.2,7.895,2272,0.38,8.029,2.353,3.661
2450200316,81712,225716,371.3,10.6602,26.197,10.7051,34.1792,199.8,34.1785,199.6,2110.8,7.76,2262,1.03,7.971,1.737,2.731
2450200313,81712,225207,502.8,7.1335,26.656,7.1816,34.0549,103.4,34.0531,105.2,2222.7,7.494,2281,2.17,7.751,0.969,1.532
2450200311,81712,224902,583,5.8896,26.853,5.9403,34.0967,-9,-9,59.8,2274.2,7.388,2304,2.62,7.672,0.786,1.246
2450200308,81712,224212,771.1,4.7661,27.17,4.8278,34.3292,24,34.3329,23.2,2330.1,7.335,2342,3.03,7.624,0.693,1.099
2450200301,81712,222830,1020.2,4.0108,27.379,4.0888,34.4892,40.6,34.4905,39.7,2341.5,-9,2369,3.01,7.686,0.782,1.242
2450200622,81812,65730,4.9,25.3122,23.244,25.3133,34.9974,207.3,34.9978,209,1999.6,8.064,2307,-9,8.053,3.473,5.264
2450200619,81812,65500,25.4,25.3141,23.243,25.3196,34.9972,208.1,35.0006,208,2000.4,8.062,2309,0.17,8.054,3.484,5.281
2450200617,81812,65310,45.3,25.2962,23.409,25.3061,35.209,208.5,35.2152,207.9,2010.3,8.069,2325,0.12,8.059,3.548,5.376
2450200615,81812,65109,75,24.8282,23.654,24.8444,35.3453,214.6,35.338,214.3,2017.7,8.065,2331,0.1,8.061,3.522,5.342
2450200612,81812,64926,100,23.3857,24.064,23.4064,35.3194,223.6,35.3194,222.6,2021.8,8.057,2332,0.08,8.078,3.461,5.273
2450200607,81812,64424,150.1,21.8743,24.511,21.9039,35.3392,207.4,35.3277,206.5,2042.9,8.018,2330,0.12,8.061,3.196,4.890
2450200604,81812,64049,200.4,19.7548,24.89,19.7917,35.0833,195.5,35.0831,198.6,2056.4,7.964,2310,0.19,8.039,2.823,4.346
2460200216,91412,182825,2000.2,2.0285,27.664,2.1674,34.6185,85.6,34.6181,86.2,2358,7.471,2414,2.82,7.807,0.965,1.534
2460200211,91412,180520,3000.4,1.3625,27.753,1.5811,34.6678,120.3,34.6671,120.7,2348,7.534,2427,2.64,7.888,1.129,1.795
2460200203,91412,172838,4499.6,1.1131,27.787,1.4876,34.6886,152.4,34.6881,151.5,2324.3,7.582,2423,2.48,7.949,1.277,2.031
2460200318,91412,231202,259.6,15.1458,25.453,15.1853,34.3679,187.5,34.3619,188.6,2074,7.852,2262,0.57,7.989,2.120,3.303
2460200316,91412,230736,355.5,10.2974,26.192,10.3394,34.092,180.6,34.0919,177.9,2127.3,7.705,2256,1.28,7.919,1.535,2.416
2460200313,91412,230211,484.6,7.4666,26.617,7.5141,34.0645,114.8,34.0641,110.8,2213.4,7.51,2275,2.15,7.757,0.992,1.568
2460200310,91412,225647,623.3,5.3433,26.952,5.395,34.1384,-9,-9,47.4,2287.6,7.36,2302,2.77,7.626,0.697,1.105
2460200307,91412,225056,758.4,4.6389,27.194,4.6988,34.341,25.6,34.3392,25.2,2329.7,7.339,2339,3.03,7.617,0.678,1.076
2460200622,91512,70559,5.7,25.5234,23.201,25.5247,35.0267,207.2,35.0258,207.6,1997.8,8.066,2307,0.17,8.052,3.493,5.290
2460200619,91512,70340,25.5,25.5212,23.202,25.5269,35.0266,207,35.0264,206.7,1999.7,8.06,2305,0.17,8.045,3.452,5.228
2460200617,91512,70210,44.7,25.4642,23.221,25.4741,35.0282,207.2,35.0278,206.9,1998.2,8.065,2311,0.17,8.058,3.531,5.349
2460200615,91512,70020,75.4,24.9312,23.513,24.9475,35.1995,-9,-9,217.6,2010.7,8.063,2315,0.12,8.049,3.428,5.200
2460200612,91512,65809,100.2,22.1118,24.344,22.1317,35.208,-9,-9,215.8,2033.8,8.026,2321,0.14,8.061,3.201,4.895
2460200607,91512,65355,150.7,21.1346,24.697,21.1637,35.3149,208.5,35.3116,208.6,2050.2,8.004,2328,0.13,8.057,3.089,4.736
2460200604,91512,65024,200.2,19.9344,24.919,19.9715,35.1835,203.1,35.1695,201.9,2056.6,7.973,2314,0.16,8.042,2.863,4.404
2470200216,100712,171241,1999.3,2.0146,27.664,2.1532,34.6179,86.7,34.6179,87.8,2357.5,7.477,2420,2.81,7.828,1.011,1.607
2470200211,100712,165312,3000.6,1.3313,27.756,1.5492,34.6687,124.2,34.6686,124.5,2346.1,7.539,2432,2.6,7.909,1.182,1.879
2470200203,100712,161942,4499.6,1.1116,27.787,1.4861,34.6878,152,34.6879,151.7,2324.7,7.586,2428,2.45,7.962,1.315,2.092
2470200319,100712,223552,211.4,19.0903,24.985,19.1282,34.9827,196.9,34.9782,196.7,2059.8,7.944,2310,0.22,8.044,2.782,4.290
2470200316,100712,223028,370.8,10.1227,26.229,10.1661,34.1004,190.9,34.1007,182.3,2125.5,7.714,2265,1.23,7.949,1.630,2.566
2470200313,100712,222554,501.6,7.0892,26.724,7.137,34.1342,74.7,34.135,72.5,2246.3,7.432,2295,2.44,7.718,0.908,1.435
2470200311,100712,222139,605.2,5.8146,26.928,5.8669,34.1802,44.7,34.1801,45,2285.9,7.373,2313,2.76,7.662,0.773,1.224
2470200308,100712,221551,741.6,4.9669,27.156,5.0273,34.34,26.8,34.3388,27.4,2320.6,7.348,2343,3,7.656,0.750,1.190
2470200301,100712,220123,1020,3.932,27.382,4.0093,34.483,40.6,34.4858,40.6,2339.6,7.385,2373,3,7.707,0.818,1.297
2470200622,100812,74841,4.5,25.6509,23.183,25.6519,35.0553,207,35.0551,206.7,2000.1,8.066,2316,0.16,8.059,3.569,5.403
2470200619,100812,74631,25.5,25.5418,23.233,25.5474,35.0764,206.3,35.0752,207.6,2001.6,8.063,2318,0.15,8.061,3.572,5.409
2470200617,100812,74441,45.5,25.4844,23.247,25.4944,35.072,206.7,35.0758,206.6,2001.5,8.067,2318,0.16,8.062,3.572,5.410
2470200615,100812,74231,75.3,25.0126,23.467,25.029,35.1721,216.9,35.1807,217.4,2007.5,8.068,2326,0.1,8.070,3.583,5.434
2470200612,100812,73951,100.2,23.0992,24.127,23.1198,35.2927,222.7,35.3013,223.8,2021.6,8.049,2331,0.08,8.081,3.448,5.257
2470200607,100812,73511,149.9,21.6377,24.573,21.667,35.3347,212.3,35.3346,213,2042,8.02,2336,0.11,8.076,3.264,4.998
2470200604,100812,73141,200.1,20.3196,24.828,20.3571,35.1974,198.8,35.1794,199.2,2056.4,7.974,2325,0.17,8.055,2.985,4.588
2480200216,120312,194417,1999.4,2.1057,27.651,2.2458,34.6097,82.2,34.6105,82.6,2356.9,7.461,2415,2.83,7.813,0.980,1.557
2480200211,120312,191817,2999.9,1.3425,27.754,1.5605,34.6667,122.7,34.6669,122.4,2347.3,7.533,2427,2.62,7.891,1.134,1.803
2480200203,120312,183806,4501.8,1.1131,27.787,1.4879,34.6885,152.4,34.6885,152.1,2325,7.581,2423,2.46,7.947,1.272,2.023
2480200314,120412,3721,354.9,10.2749,26.241,10.3168,34.1498,194,34.1501,192.7,2117.5,7.738,2266,1.14,7.970,1.711,2.692
2480200311,120412,3126,491.4,7.3413,26.637,7.389,34.0684,108.8,34.0674,108.2,2214.9,7.505,2281,2.1,7.773,1.025,1.620
2480200308,120412,2501,621.4,5.7916,26.962,5.8454,34.2193,37.8,34.2158,36.5,2293.3,7.351,2311,2.81,7.630,0.720,1.140
2480200305,120412,1855,772.7,5.236,27.175,5.3008,34.4042,24,34.4033,23.2,2320.2,7.354,2339,2.99,7.640,0.731,1.158
2480200622,120412,83046,7,24.8099,23.657,24.8115,35.3419,208.7,35.3415,207.5,2015.4,8.068,2334,0.1,8.070,3.577,5.427
2480200619,120412,82722,26.5,24.813,23.657,24.8188,35.3423,208.7,35.3411,208.2,2012.2,8.067,2332,0.1,8.072,3.588,5.444
2480200617,120412,82502,46.9,24.8216,23.659,24.8317,35.3481,207.6,35.3476,207.4,2013.7,8.067,2332,0.09,8.069,3.573,5.420
2480200615,120412,82232,75.9,24.8301,23.663,24.8465,35.3572,207.2,35.3573,208,2013.1,8.068,2334,0.09,8.073,3.601,5.462
2480200612,120412,81921,101.1,22.9966,24.166,23.0173,35.3057,215.6,35.3045,214.9,2025,8.039,2330,0.08,8.076,3.400,5.186
2480200607,120412,81323,150.7,21.4886,24.571,21.518,35.2771,201.6,35.2767,201.1,2041.6,8.006,2324,0.12,8.061,3.141,4.811
2490200216,21213,182314,2000.5,2.1122,27.653,2.2525,34.6136,84.8,34.6138,85.5,2356.9,7.467,2410,2.81,7.797,0.945,1.502
2490200319,21213,225458,274.8,13.3883,25.76,13.4268,34.2847,201.7,34.2874,201.2,2073.4,7.836,2259,0.62,8.012,2.077,3.249
2490200317,21213,225136,343.9,10.6391,26.177,10.6806,34.1489,193.9,34.1489,194.7,2110.3,7.749,2259,1.06,7.966,1.714,2.695
2490200313,21213,224641,480.6,7.8734,26.617,7.9221,34.1403,92.9,34.1415,92.5,2221.1,7.489,2282,2.17,7.748,0.991,1.566
2490200308,21213,223726,740.2,5.4041,27.128,5.4668,34.3699,-9,-9,25.4,2313.7,7.352,2330,2.95,7.629,0.716,1.134
2490200301,21213,222546,1019.4,4.2866,27.345,4.3667,34.4828,39.1,34.4846,39.2,2332.4,7.386,2361,3,7.686,0.788,1.249
2490200622,21313,71338,7.3,23.1869,24.127,23.1883,35.3266,214.2,35.3275,213.5,2019.5,8.055,2331,0.12,8.083,3.468,5.288
2490200619,21313,70849,25.5,23.1654,24.136,23.1706,35.3303,213.9,35.3328,214.1,2019.8,8.057,2331,0.11,8.083,3.465,5.283
2490200617,21313,70627,45.7,23.041,24.201,23.0504,35.3686,214.1,35.3711,213.1,2024.8,8.055,2334,0.08,8.081,3.443,5.250
2490200615,21313,70327,75.9,23.0093,24.226,23.0248,35.3891,213.6,35.3892,213.6,2023.8,8.055,2329,0.08,8.075,3.398,5.182
2490200612,21313,70007,100.3,22.9964,24.23,23.0169,35.3895,212,35.3896,213.2,2022.9,8.056,2334,0.09,8.084,3.460,5.277
2490200607,21313,65447,150.2,22.6119,24.315,22.6423,35.3556,208.1,-9,208.7,2032.2,8.036,2332,0.11,8.072,3.339,5.097
2490200604,21313,65049,200.4,20.7666,24.786,20.8048,35.3,197.7,35.2956,198.3,2056.4,7.982,2325,0.18,8.046,2.990,4.588
2500200316,30613,182011,2000.1,2.1048,27.654,2.2449,34.6138,85.2,34.6142,85.6,2354.9,7.464,2412,2.8,7.810,0.972,1.545
2500200311,30613,175715,2999.7,1.3588,27.751,1.5772,34.6638,120.2,34.6639,120.5,2345.8,7.527,2426,2.6,7.892,1.138,1.809
2500200303,30613,171808,4499,1.1158,27.786,1.4904,34.6869,151.4,34.6879,151.4,2324.6,7.581,2420,2.43,7.939,1.251,1.989
2500200419,30613,222633,256.6,15.6762,25.479,15.7162,34.5551,201.4,34.5551,200.6,2059.8,7.892,2270,0.44,8.026,2.336,3.634
2500200416,30613,222212,373.2,10.378,26.217,10.4224,34.1423,194.2,34.1428,194.5,2114.3,7.741,2261,1.11,7.964,1.694,2.666
2500200413,30613,221621,482.9,8.173,26.577,8.223,34.1453,99.4,34.1438,99.1,2213.7,7.505,2277,2.11,7.751,1.009,1.593
2500200411,30613,221213,580.2,6.6756,26.812,6.7295,34.1744,56.3,34.1785,55.8,2263.4,7.399,2292,2.58,7.655,0.780,1.234
2500200408,30613,220352,733.5,5.3939,27.118,5.456,34.3555,-9,-9,24,2313.7,7.342,2327,2.95,7.619,0.699,1.107
2500200401,30613,214904,1019.6,4.1717,27.365,4.2509,34.4927,40.7,34.4946,40.9,2335.3,7.384,2365,2.95,7.691,0.795,1.261
2500200722,30713,71737,8.7,22.747,24.306,22.7488,35.395,214.4,35.3947,214.3,2024.5,8.05,2333,0.09,8.084,3.428,5.232
2500200719,30713,71427,23.8,22.7294,24.308,22.7342,35.3908,213.7,35.3938,214.4,2024.5,8.051,2335,0.08,8.087,3.449,5.265
2500200717,30713,71237,45.2,22.6965,24.317,22.7056,35.3904,214,35.3906,213.6,2026.3,8.046,2336,0.09,8.086,3.441,5.253
2500200715,30713,71037,75.2,22.6089,24.373,22.6241,35.4314,215.5,35.4314,216,2023.8,8.054,2339,0.06,8.096,3.495,5.337
2500200712,30713,70757,99.9,22.5309,24.395,22.5511,35.4311,214.9,35.431,215.4,2024.6,8.052,2334,0.04,8.088,3.433,5.242
2500200707,30713,70308,149.7,21.3586,24.601,21.3877,35.2693,207.4,35.2653,207.6,2031.5,8.018,2319,0.07,8.073,3.187,4.884
2500200704,30713,65938,199.6,18.7412,25.029,18.7765,34.9237,199,34.9309,199,2048.8,7.952,2297,0.22,8.048,2.752,4.248
2510200216,40513,191930,1999.8,2.0527,27.659,2.192,34.6145,85.8,34.6148,86.7,2358.1,7.465,2415,2.79,7.810,0.972,1.545
2510200211,40513,184914,2999.8,1.3293,27.755,1.5471,34.6673,124.3,34.6673,124.7,2344.9,7.534,2427,2.58,7.898,1.152,1.832
2510200203,40513,175919,4500.4,1.1152,27.786,1.4899,34.6871,152.3,34.6869,151.8,2325,7.581,2420,2.46,7.938,1.247,1.984
2510200315,40513,224305,362.2,10.1574,26.241,10.1998,34.1233,177.2,34.1236,174.7,2133.4,7.698,2261,1.28,7.917,1.526,2.402
2510200311,40513,223733,526.6,6.8938,26.745,6.9434,34.126,71.7,34.1266,70.9,2250.7,7.423,2286,2.44,7.676,0.820,1.297
2510200309,40513,223414,610.5,5.9205,26.95,5.9739,34.2244,36.9,34.2277,35.5,2294.3,7.354,2311,2.8,7.625,0.715,1.133
2510200305,40513,222818,756.5,5.2258,27.164,5.289,34.3887,25.3,34.3902,25.5,2320.7,7.353,2339,2.98,7.638,0.728,1.154
2510200301,40513,222015,1019.9,4.0898,27.362,4.1684,34.479,43.1,34.4797,43.3,2335.7,7.389,2365,2.94,7.691,0.792,1.257
2510200622,40613,71006,5.3,22.8598,24.307,22.8609,35.4389,215.1,35.4383,214.8,2029,8.048,2337,0.08,8.080,3.426,5.227
2510200619,40613,70716,25.3,22.8156,24.317,22.8207,35.4352,215.4,35.4326,215.1,2027.6,8.049,2337,0.07,8.083,3.439,5.248
2510200617,40613,70436,45.5,22.6929,24.341,22.7021,35.4201,215.2,35.4198,215.3,2025,8.049,2338,0.07,8.091,3.475,5.304
2510200615,40613,70126,75.5,22.6581,24.351,22.6734,35.4204,214.8,35.4202,214.7,2023.5,8.048,2336,0.07,8.091,3.468,5.293
2510200612,40613,65735,100.1,22.3322,24.425,22.3523,35.3959,209.7,35.3961,209.5,2032.2,8.037,2333,0.08,8.077,3.342,5.107
2510200607,40613,65137,150.7,21.8959,24.576,21.9257,35.4324,213.8,35.433,212.7,2029.5,8.041,2333,0.03,8.088,3.360,5.140
2510200604,40613,64727,200.4,20.3895,24.88,20.4272,35.2901,204.1,35.2889,205.1,2052.9,7.987,2325,0.09,8.059,3.019,4.638
2520200722,51813,71938,8.8,24.9485,23.27,24.9505,34.8856,209.5,34.8855,209.5,1995.5,8.059,2301,0.17,8.057,3.444,5.227
2520200719,51813,71629,25.7,24.8693,23.294,24.8748,34.8856,209,34.8863,209.9,1995.1,8.06,2302,0.18,8.060,3.458,5.249
2520200717,51813,71428,44.4,24.3802,23.572,24.3896,35.0574,215.6,35.0644,215,2003.9,8.059,2311,0.14,8.064,3.448,5.240
2520200715,51813,71219,74.6,22.9536,24.087,22.9688,35.1849,-9,-9,215.2,2022.5,8.044,2322,0.12,8.070,3.343,5.101
2520200712,51813,70948,100.1,22.3264,24.38,22.3464,35.3348,213.1,35.3358,211.6,2032.5,8.033,2328,0.09,8.070,3.288,5.025
2520200707,51813,70458,150.1,21.3456,24.699,21.3748,35.3942,213.7,35.3936,214.4,2034.3,8.028,2329,0.04,8.082,3.260,4.995
2530200316,62513,181227,2000.2,2.0497,27.66,2.1889,34.6155,87.3,34.6152,87.6,2356.7,7.47,2414,2.8,7.811,0.974,1.548
2530200311,62513,175017,3000.1,1.3732,27.75,1.5919,34.6649,120.4,34.6643,121.4,2348.2,7.534,2426,2.61,7.884,1.120,1.781
2530200303,62513,171422,4500.2,1.1157,27.786,1.4904,34.6869,151.2,34.6871,150.9,2326.2,7.58,2421,2.46,7.938,1.246,1.982
2530200419,62513,222124,237.7,15.2887,25.465,15.3251,34.4245,185.6,34.4267,184.6,2078.9,7.848,2273,0.57,7.998,2.182,3.399
2530200416,62513,221409,353.1,10.6967,26.171,10.7394,34.154,194.2,34.1546,187.5,2116.7,7.738,2259,-9,7.951,1.668,2.623
2530200413,62513,220625,500,7.4093,26.713,7.4583,34.1772,68.5,34.177,68,2247.8,7.432,2286,2.41,7.678,0.840,1.328
2530200411,62513,220124,578.5,6.3173,26.903,6.3695,34.2288,44.2,34.2309,41,2284.4,7.378,2305,2.73,7.633,0.737,1.166
2530200408,62513,215325,740.1,4.9176,27.159,4.9775,34.3367,-9,-9,31.9,2308.2,7.356,2325,2.88,7.638,0.714,1.133
2530200401,62513,213640,1021.1,3.8991,27.394,3.9763,34.4939,44.4,34.4954,44.2,2340.4,7.392,2369,2.97,7.691,0.788,1.251
2530200722,62613,71750,7.2,25.2453,23.405,25.2469,35.1832,207.5,35.1831,207.8,2007.8,8.063,2321,0.12,8.058,3.530,5.350
2530200719,62613,71449,24.9,25.1385,23.433,25.144,35.1772,207.8,35.177,208,2007.9,8.062,2321,0.12,8.060,3.527,5.347
2530200717,62613,71239,45.2,24.7782,23.54,24.7879,35.1742,210.6,35.175,212.8,2009.6,8.059,2321,0.12,8.063,3.502,5.315
2530200715,62613,70959,75.5,22.812,24.174,22.8274,35.2458,218,35.2493,217.9,2026,8.038,2326,0.12,8.071,3.345,5.105
2530200712,62613,70709,100,22.2765,24.369,22.2965,35.301,213.7,35.2991,213.9,2034.3,8.027,2329,0.11,8.069,3.281,5.014
2530200707,62613,70149,150.8,20.7022,24.709,20.7308,35.1769,199.3,35.1774,199.8,2057.1,7.979,2321,0.18,8.041,2.944,4.519
2530200704,62613,65800,199.9,18.6271,25.057,18.6623,34.9231,194.3,34.9225,193.8,2065.6,7.932,2303,0.28,8.028,2.647,4.087
2540200216,91113,182151,2001.8,2.0163,27.664,2.1552,34.6173,87.9,34.617,88.2,2357.3,7.467,2415,2.79,7.813,0.977,1.553
2540200203,91113,171551,4500.8,1.1149,27.787,1.4896,34.6879,151.6,34.6875,151.5,2324.6,7.579,2420,2.45,7.939,1.251,1.989
