botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
2540200316,91113,223220,226,15.184,25.536,15.2185,34.4875,197.2,34.4834,199.1,2065.7,7.873,2266,0.47,8.014,2.236,3.482
2540200314,91113,222700,350.4,10.8424,26.161,10.8852,34.1744,176.1,34.1744,184.3,2119.3,7.734,2257,1.13,7.934,1.618,2.543
2540200309,91113,221741,495.1,7.6705,26.593,7.7199,34.0723,124,34.0739,122.5,2203.1,7.539,2278,1.98,7.797,1.090,1.722
2540200307,91113,221251,603.9,5.9049,26.838,5.9575,34.0811,80,34.0813,79.9,2258,7.423,2297,2.48,7.703,0.840,1.331
2540200304,91113,220424,757.7,4.4236,27.186,4.4821,34.3019,38.5,34.3017,38.1,2323.8,7.354,2343,2.94,7.654,0.730,1.159
2540200301,91113,215431,1020.6,3.7919,27.381,3.8682,34.4642,46.5,34.4661,47.1,2338.8,7.39,2370,2.94,7.702,0.803,1.275
2540200622,91213,70930,7.4,26.945,23.113,26.9467,35.5016,203.4,35.5006,203.4,2009.3,8.082,2336,0.06,8.049,3.704,5.581
2540200619,91213,70540,26.9,26.9041,23.124,26.9103,35.498,204,35.4977,204,2009,8.08,2338,0.06,8.052,3.728,5.618
2540200617,91213,70344,46.3,26.5303,23.232,26.5408,35.4845,208.5,35.476,210,2008.7,8.079,2334,0.04,8.053,3.679,5.552
2540200615,91213,70125,75.1,24.08,23.916,24.0959,35.3946,225.2,35.3934,224.9,2012.5,8.066,2328,0.01,8.076,3.525,5.359
2540200612,91213,65825,100.6,22.6309,24.316,22.6512,35.3643,217.4,35.3634,215,2025.4,8.036,2327,0.05,8.075,3.354,5.121
2540200607,91213,65310,150.3,21.2159,24.712,21.2449,35.3638,202,35.3559,202.3,2048.7,8.002,2324,0.11,8.051,3.062,4.693
2540200604,91213,64925,201.6,19.4619,24.972,19.4985,35.0913,197.5,35.0959,197.8,2056.6,7.961,2308,0.19,8.040,2.796,4.306
2550200216,100113,181732,2000.6,1.9575,27.671,2.0954,34.6206,89,34.6205,89.2,2356.3,7.467,2410,2.77,7.801,0.948,1.508
2550200211,100113,175118,3001,1.3293,27.755,1.5471,34.6669,122.8,34.6669,123,2343.5,7.533,2424,2.58,7.894,1.139,1.811
2550200203,100113,171001,4501,1.1142,27.786,1.489,34.6872,150.2,34.6871,150.3,2324.2,7.58,2418,2.45,7.935,1.238,1.968
2550200320,100113,222207,149,20.7479,24.719,20.7762,35.2057,202.1,35.2099,201.8,2040.3,7.997,2311,0.11,8.054,3.006,4.615
2550200316,100113,221608,322.2,12.0118,26.007,12.0538,34.2529,203.8,34.2515,204.6,2089.4,7.804,2261,0.81,8.000,1.933,3.032
2550200314,100113,221233,426.6,9.1343,26.402,9.1813,34.1125,153.6,34.1176,154.5,2159.5,7.637,2266,1.56,7.872,1.343,2.117
2550200312,100113,220903,531.4,6.728,26.742,6.7773,34.0936,88.7,34.0934,88.2,2240.7,7.457,2287,2.32,7.716,0.888,1.405
2550200308,100113,220307,700.9,4.8463,27.078,4.9024,34.2252,-9,-9,44.4,2306.2,7.356,2322,2.82,7.637,0.708,1.123
2550200301,100113,215102,1020.3,3.8134,27.378,3.8898,34.4627,46.3,34.4665,46.4,2338.9,7.387,2367,2.93,7.692,0.785,1.245
2550200619,100213,65853,26.2,26.501,23.075,26.5069,35.2633,202,35.2631,201.7,1999,8.08,2333,0.1,8.070,3.777,5.702
2550200617,100213,65712,45.4,26.6764,23.152,26.6868,35.4394,202,35.4403,201.9,2001.3,8.09,2330,0.04,8.057,3.717,5.607
2550200615,100213,65502,76.7,23.9656,23.926,23.9818,35.363,219.8,35.3616,218.6,2013.7,8.061,2326,0.04,8.073,3.490,5.307
2550200612,100213,65223,101.5,22.3538,24.369,22.3742,35.3306,209.6,35.3299,209.1,2030.1,8.034,2323,0.07,8.066,3.260,4.982
2550200607,100213,64753,150.5,20.5746,24.756,20.603,35.1935,200.9,35.1935,199.3,2045.9,7.989,2319,0.14,8.060,3.031,4.656
2550200604,100213,64422,200.3,17.7518,25.18,17.7859,34.8004,192.5,34.8098,192.6,2058.5,7.924,2287,0.32,8.027,2.543,3.936
2560200216,102713,180858,2000.8,1.9916,27.667,2.13,34.6184,88.7,34.6197,89.1,2357.8,7.473,2415,2.77,7.812,0.974,1.548
2560200211,102713,174247,3000,1.3311,27.754,1.549,34.6662,123.4,34.6661,123.4,2346.3,7.535,2426,2.59,7.891,1.134,1.803
2560200203,102713,170504,4501.1,1.1146,27.786,1.4893,34.6864,151.1,34.6871,151,2326.2,7.581,2414,2.47,7.917,1.190,1.893
2560200319,102713,224226,218.8,19.129,25.01,19.1683,35.029,194.4,35.0185,194.8,2060.5,7.949,2310,0.22,8.041,2.774,4.278
2560200316,102713,223708,347,11.6717,26.009,11.7161,34.1737,190.7,34.174,193.5,2101.9,7.771,2261,0.93,7.976,1.818,2.853
2560200313,102713,223107,500.9,7.5408,26.621,7.5903,34.0841,109,34.0827,109.6,2213.7,7.507,2282,2.09,7.777,1.042,1.647
2560200310,102713,222552,583.8,6.4924,26.837,6.5458,34.1742,56.5,34.1713,57.6,2267.3,-9,2300,2.58,7.672,0.806,1.275
2560200307,102713,221906,762,4.7286,27.115,4.7892,34.2543,38.8,34.2554,38.4,2315.2,7.352,2335,2.87,7.652,0.733,1.163
2560200622,102813,70946,6.5,26.4782,23.015,26.4796,35.1744,202.5,35.1742,203.6,1999,8.081,2323,0.12,8.057,3.671,5.542
2560200619,102813,70656,25.4,26.3845,23.04,26.3902,35.1688,203.4,35.1687,204.1,1998.6,8.079,2323,0.12,8.059,3.673,5.547
2560200617,102813,70445,45,26.3192,23.049,26.3293,35.1539,203.3,35.1549,204.1,1998.6,8.077,2322,0.13,8.059,3.661,5.531
2560200615,102813,70236,75,24.1614,23.737,24.1773,35.1899,219.8,35.1941,220.2,2018.2,8.055,2324,0.12,8.062,3.433,5.219
2560200612,102813,65945,100.2,22.5646,24.221,22.5848,35.214,216.8,35.2186,215.9,2033.2,8.03,2331,0.16,8.071,3.322,5.073
2560200607,102813,65446,150.2,21.2844,24.678,21.3135,35.3435,204.6,35.3425,204.2,2054.5,8.002,2339,0.17,8.064,3.163,4.848
2560200604,102813,65116,199.9,20.3586,24.878,20.3962,35.2778,201,35.2783,201,2057.7,7.981,2329,0.16,8.057,3.012,4.628
2570200318,112613,221542,269.1,14.9156,25.562,14.9562,34.4438,202.5,34.45,202.5,2067.5,7.866,2268,0.48,8.019,2.236,3.485
2570200317,112613,221310,344.5,11.6155,26.033,11.6595,34.1908,205.6,34.1897,204.8,2095.8,7.785,2260,0.88,7.989,1.863,2.924
2570200313,112613,220410,493.1,7.8241,26.638,7.8739,34.158,97.8,34.1572,96.1,2223.5,7.492,2285,2.18,7.750,0.996,1.574
2570200311,112613,215941,576.8,6.2891,26.845,6.341,34.1516,67.8,34.1583,67.8,2265.2,7.411,2299,2.55,7.679,0.811,1.284
2570200307,112613,215108,748,4.8401,27.152,4.9002,34.3165,38.4,34.3146,39.8,2317.4,7.358,2339,2.91,7.656,0.744,1.180
2570200301,112613,213642,1019.5,3.8612,27.382,3.9379,34.4739,48.4,34.4752,49,2338.1,7.395,2370,2.93,7.703,0.808,1.282
2570200623,112713,72318,6,25.5826,23.509,25.5839,35.4581,212.1,35.4565,212.1,2008.8,8.081,2338,0.06,8.073,3.701,5.601
2570200619,112713,71928,24.2,25.5895,23.514,25.5948,35.468,212.2,35.4653,211.6,2009.5,8.079,2339,0.06,8.073,3.704,5.606
2570200617,112713,71648,45,25.5703,23.524,25.5802,35.4727,212.2,35.4713,214.2,2010.4,8.084,2338,0.05,8.071,3.684,5.575
2570200615,112713,71338,74.8,25.4154,23.568,25.4319,35.4677,212.1,35.4655,213.7,2011.2,8.08,2335,0.06,8.067,3.640,5.510
2570200612,112713,70908,100.1,22.6847,24.276,22.7049,35.3314,223.3,35.3305,222,2028.3,8.039,2329,0.07,8.073,3.349,5.112
2570200607,112713,70238,149.9,21.1035,24.716,21.1323,35.3286,208.9,35.3261,211.6,2049,8,2329,0.13,8.061,3.110,4.769
2570200604,112713,65739,200.7,19.2375,25.004,19.2737,35.0573,204.4,35.0724,206.2,2055,7.96,2312,0.2,8.053,2.850,4.393
2580200319,122013,222549,262.2,13.555,25.783,13.592,34.3574,200.4,34.3549,199.3,2077,7.838,2266,0.65,8.015,2.112,3.301
2580200317,122013,222150,356,10.1181,26.264,10.1597,34.1446,196.7,34.1438,196.4,2116.7,7.743,2265,1.11,7.972,1.708,2.688
2580200314,122013,221600,500.7,6.9672,26.667,7.0145,34.04,124.5,34.0384,121.8,2210.5,7.527,2283,2.06,7.800,1.069,1.691
2580200311,122013,221030,591.4,5.6562,26.874,5.7066,34.0869,73.1,34.0899,70.6,2267.6,7.404,2305,2.58,7.701,0.831,1.317
2580200307,122013,220220,756.4,4.7818,27.164,4.8424,34.3244,35.2,34.3246,34.4,2318.5,7.358,2341,2.95,7.660,0.749,1.189
2580200301,122013,214731,1020.6,3.9677,27.384,4.0454,34.4905,42.7,34.4924,42.8,2337.2,7.387,2371,2.98,7.708,0.820,1.301
2580200623,122113,71840,6.7,25.0273,23.661,25.0287,35.4344,205.7,35.4328,205.6,2007.8,8.089,2336,0.05,8.081,3.678,5.575
2580200619,122113,71441,25.2,25.0312,23.66,25.0367,35.4339,205.4,35.4328,205.6,2008,8.08,2339,0.05,8.085,3.709,5.622
2580200617,122113,71245,45.6,25.0235,23.668,25.0334,35.4422,206.2,35.4409,205.3,2008,8.07,2339,0.06,8.085,3.708,5.621
2580200615,122113,71017,75.2,24.8732,23.737,24.8895,35.4724,-9,-9,207.7,2012.5,8.075,2338,0.04,8.078,3.647,5.530
2580200612,122113,70725,100.6,21.9556,24.444,21.9754,35.281,208.4,35.2769,207.7,2034.7,8.018,2324,0.08,8.066,3.219,4.924
2580200607,122113,70205,149.3,20.2639,24.846,20.2918,35.2017,198.7,35.2089,199.5,2051.8,7.984,2320,0.15,8.056,2.978,4.577
2580200604,122113,65801,200.4,17.5789,25.211,17.6127,34.7857,191.8,34.7832,192.7,2061.2,7.922,2293,0.34,8.036,2.575,3.988
2590200216,11514,182511,2001,1.9808,27.668,2.1191,34.6192,88.8,34.6197,89.3,2357.7,7.474,2415,2.81,7.812,0.974,1.548
2590200211,11514,180212,3000.5,1.3313,27.755,1.5492,34.6675,124,34.6669,124.5,2345,7.536,2427,2.63,7.898,1.151,1.830
2590200203,11514,172512,4500.5,1.115,27.787,1.4898,34.6886,-9,-9,151.7,2325.3,7.582,2421,2.48,7.940,1.253,1.993
2590200319,11514,223042,240.9,14.0565,25.689,14.0914,34.3709,199.5,34.3788,199.1,2073.2,7.848,2265,0.56,8.014,2.144,3.348
2590200317,11514,222611,352.5,10.2699,26.245,10.3115,34.1539,185.8,34.1519,185.3,2125.3,7.723,2267,1.18,7.952,1.651,2.598
2590200312,11514,221743,500.4,7.0153,26.752,7.0628,34.1558,76.1,34.156,76.5,2246.7,7.446,2297,2.36,7.724,0.919,1.453
2590200310,11514,221302,595.2,6.0023,26.939,6.0546,34.2234,44.7,34.2164,46.4,2284.1,7.377,2312,2.7,7.662,0.778,1.232
2590200307,11514,220150,749,4.7698,27.206,4.8297,34.3755,32.5,34.3774,32.3,2323.3,7.362,2345,-9,7.667,0.764,1.211
2590200301,11514,214118,1019.6,3.8731,27.402,3.95,34.501,44.7,34.5015,44.7,2337.9,7.394,2374,2.98,7.717,0.834,1.323
2590200623,11614,73433,6.5,24.1687,23.95,24.1701,35.4734,209.4,35.4726,209.2,2017.9,8.068,2335,0.05,8.075,3.543,5.385
2590200619,11614,73133,25.2,24.1689,23.95,24.1743,35.4735,209.9,35.4724,209.8,2018,-9,2345,0.05,8.090,3.650,5.548
2590200617,11614,72854,45.8,24.1621,23.952,24.1718,35.4737,209.5,35.4715,209.2,2018.9,8.07,2336,0.05,8.075,3.544,5.386
2590200615,11614,72543,75.3,24.0428,23.97,24.0587,35.451,209.6,35.4504,210.1,2018.6,8.068,2340,0.06,8.084,3.588,5.456
2590200607,11614,71613,150.2,20.94,24.742,20.9688,35.3044,198.5,35.3102,197.6,2051.7,7.99,2329,0.13,8.059,3.081,4.727
2590200604,11614,71143,200.3,17.4807,25.222,17.5144,34.769,195.4,34.7679,194.9,2059,7.916,2289,0.33,8.035,2.555,3.957
2600200216,21414,183759,1999.7,1.9719,27.664,2.1099,34.6132,88.2,34.6146,88.1,2358.2,7.47,2419,2.84,7.823,0.999,1.588
2600200203,21414,172253,4500.1,1.1149,27.786,1.4896,34.6875,152.9,34.6869,152.4,2325.5,7.584,2428,2.48,7.959,1.309,2.081
2600200318,21414,232307,249.7,13.6227,25.733,13.6581,34.3117,200.4,34.3203,200.3,2076,7.841,2266,0.6,8.017,2.123,3.319
2600200315,21414,231827,339.4,10.1934,26.238,10.2332,34.1274,183.1,34.1258,190.2,2123.2,7.725,2265,1.18,7.954,1.651,2.598
2600200312,21414,231217,467.4,7.4555,26.624,7.5012,34.0725,115.6,34.0729,114.6,2212.6,7.519,2282,2.07,7.782,1.049,1.659
2600200307,21414,230047,740,4.5808,27.159,4.6388,34.2891,36.7,34.2897,36,2323.2,7.351,2343,2.93,7.654,0.734,1.165
2600200301,21414,224718,1020.5,3.6375,27.412,3.7126,34.4838,49.2,34.4846,49.3,2344,7.398,2380,-9,7.730,0.853,1.354
2600200623,21514,91648,6.2,23.168,24.194,23.1693,35.4073,213.3,35.4066,213.6,2018.1,8.061,2336,0.04,8.093,3.534,5.387
2600200619,21514,91248,25,23.1828,24.194,23.1879,35.4126,213.7,35.4129,214,2018.1,8.06,2337,0.03,8.094,3.545,5.403
2600200615,21514,90638,75.8,23.0344,24.265,23.0499,35.4498,213.3,35.45,213,2021.6,8.059,2340,0.02,8.094,3.537,5.393
2600200612,21514,90306,100.4,22.3158,24.422,22.3359,35.3857,210.4,35.3873,211.2,2030.7,8.039,2334,0.04,8.082,3.369,5.147
2600200607,21514,85619,150.7,19.809,24.9,19.8367,35.1156,200.5,35.115,200.3,2051.7,7.971,2310,0.15,8.047,2.870,4.416
2600200604,21514,85120,199.8,16.5174,25.351,16.5497,34.6396,-9,-9,195.9,2064.7,7.902,2286,0.37,8.034,2.459,3.818
2610200216,30514,184413,2000.5,2.0003,27.664,2.1388,34.6158,86.9,34.616,87.3,2357.4,7.47,2420,2.82,7.829,1.012,1.608
2610200211,30514,181201,3000,1.3314,27.756,1.5493,34.6684,125.4,34.6671,125.7,2343.6,7.538,2433,2.62,7.920,1.208,1.922
2610200203,30514,171017,4507.4,1.1143,27.787,1.4898,34.6879,153.6,34.6881,152.8,2324.6,7.583,2428,2.47,7.962,1.316,2.093
2610200318,30514,230652,240.2,15.0565,25.522,15.0929,34.4329,197.6,34.4261,198.5,2070.7,7.864,2271,0.47,8.016,2.238,3.487
2610200316,30514,230211,353.5,10.034,26.229,10.0751,34.0811,188.3,34.0807,190,2124.4,7.716,2262,1.19,7.946,1.612,2.539
2610200312,30514,225413,520.7,6.5646,26.742,6.6122,34.067,88.9,34.0686,88.7,2241.3,7.449,2291,2.39,7.730,0.910,1.440
2610200310,30514,224931,611.9,5.4498,26.953,5.501,34.1557,51.1,34.157,49.1,2289.3,7.368,2315,2.77,7.663,0.763,1.210
2610200307,30514,224332,736.8,4.6026,27.157,4.6604,34.2893,33.8,34.2921,34.6,2322.1,7.349,2343,2.96,7.657,0.740,1.174
2610200301,30514,222833,1020.3,3.7422,27.409,3.8181,34.4922,48.4,34.4934,49.1,2341,7.399,2375,2.98,7.712,0.821,1.303
2610200623,30614,71457,7.5,24.2389,23.687,24.2405,35.1543,211.7,35.153,211.2,2003.4,8.066,2321,0.12,8.081,3.554,5.403
2610200619,30614,71202,26.1,24.0834,23.837,24.0889,35.2915,-9,-9,212.9,2010.1,8.068,2328,0.07,8.081,3.553,5.402
2610200617,30614,70957,45.6,23.693,24.032,23.7025,35.396,213.2,35.3955,213.9,2015.9,8.065,2335,0.04,8.087,3.557,5.414
2610200612,30614,70453,100.6,22.6622,24.325,22.6826,35.3885,210.9,35.3851,211.4,2030.4,8.038,2334,0.05,8.077,3.378,5.157
2610200607,30614,65952,150.6,21.0649,24.689,21.0938,35.2789,203.1,35.2775,204,2051.9,7.991,2327,0.12,8.054,3.062,4.695
2610200604,30614,65623,199.8,18.3957,25.118,18.4306,34.9268,197.1,34.936,197.6,2064.3,7.935,2306,0.26,8.039,2.687,4.151
2620200211,41014,174919,3001.1,1.3372,27.755,1.5553,34.6679,125.3,34.6681,126,2344.3,7.54,2429,2.62,7.906,1.172,1.863
2620200203,41014,171119,4501.1,1.1141,27.786,1.4889,34.6873,153.1,34.6879,152.7,2325.2,7.583,2424,2.48,7.949,1.278,2.033
2620200318,41014,220859,225.3,19.7953,24.913,19.8368,35.1282,196.4,35.1122,198.9,2057.3,7.965,2316,0.18,8.046,2.876,4.426
2620200316,41014,220500,335.3,12.0097,25.974,12.0534,34.2102,197.5,34.2101,199.2,2093.9,7.79,2261,0.87,7.990,1.893,2.969
2620200313,41014,215646,489.7,7.9265,26.6,7.9762,34.128,101.2,34.1291,102.6,2215.7,7.508,2283,2.14,7.768,1.037,1.638
2620200311,41014,215039,601.1,6.3042,26.879,6.3585,34.1971,-9,-9,52.4,2276,7.393,2310,2.69,7.678,0.815,1.290
2620200623,41114,70940,4.9,23.4116,24.05,23.4126,35.3105,214.7,35.3096,214.5,2013.5,8.064,2328,0.07,8.086,3.503,5.337
2620200619,41114,70649,25.3,23.3803,24.064,23.3855,35.3181,214.7,35.3191,214.9,2014.3,8.06,2330,0.07,8.088,3.516,5.356
2620200617,41114,70459,44.7,23.3263,24.09,23.3355,35.3309,215.5,35.3317,-9,2015.3,8.065,2331,0.06,8.088,3.515,5.356
2620200615,41114,70234,75.1,23.0123,24.24,23.0277,35.4085,216.2,35.4131,216.5,2020.3,8.059,2336,0.05,8.091,3.508,5.350
2620200612,41114,65929,99.8,22.5225,24.429,22.5426,35.4719,216.1,35.472,216,2025.2,8.053,2338,0.04,8.093,3.467,5.295
2620200607,41114,65414,150.1,22.3119,24.482,22.342,35.4629,212.9,35.4612,213.6,2027.3,8.047,2337,0.04,8.091,3.432,5.243
2620200604,41114,65014,200.3,20.5418,24.783,20.5796,35.2169,196.9,35.2156,201,2051.8,7.984,2324,0.14,8.058,3.024,4.644
2630200111,53114,185656,3000.5,1.35,27.753,1.5683,34.666,123.4,34.6655,123.5,2345.1,7.535,2424,2.68,7.888,1.127,1.792
2630200103,53114,182401,4500.6,1.1149,27.786,1.4896,34.687,152.3,34.6875,152.1,2323.7,7.582,2424,2.53,7.953,1.290,2.051
2630200217,53114,222927,240.7,16.1008,25.425,16.1391,34.6109,207.6,34.5938,206.4,2055.9,7.903,2278,0.38,8.043,2.458,3.820
2630200215,53114,222621,325,11.9664,26.008,12.0087,34.243,205.8,34.2426,206.3,2089,-9,2265,0.84,8.011,1.975,3.097
2630200212,53114,222031,487.8,7.4902,26.64,7.5382,34.0988,110.5,34.0989,110,2210.8,7.516,2285,2.1,7.797,1.085,1.715
2630200209,53114,221507,634.7,5.4805,26.933,5.5339,34.1345,56.9,34.1352,56.1,2283.8,7.378,2309,2.76,7.661,0.759,1.203
2630200207,53114,221047,752.8,4.7289,27.159,4.7888,34.3099,32.9,34.3115,33.1,2320.5,7.351,2338,3,7.644,0.721,1.143
2630200201,53114,215807,1017.7,3.8061,27.39,3.8823,34.4767,47.9,34.4789,48.1,2337.9,7.396,2372,2.98,7.711,0.821,1.303
2630200523,60114,70217,4.8,25.1284,23.468,25.1295,35.219,211.4,35.2199,210.6,2003.5,8.07,2326,0.07,8.074,3.625,5.495
2630200519,60114,65951,25.6,24.7959,23.626,24.8014,35.2952,217.9,35.3021,212.3,2008.5,8.064,2332,0.05,8.079,3.628,5.505
2630200517,60114,65756,44.6,23.6496,24.141,23.6589,35.5236,217.2,35.5233,217.5,2021,8.06,2343,0.02,8.089,3.585,5.456
2630200515,60114,65536,75,23.2677,24.233,23.2832,35.4966,217.7,35.4951,218.6,2020.8,8.061,2339,0.02,8.090,3.537,5.390
2630200512,60114,65246,99.3,22.6888,24.385,22.709,35.4767,217.8,35.4768,217.8,2025.4,8.049,2335,0.03,8.085,3.437,5.245
2630200507,60114,64656,149.9,21.1229,24.687,21.1518,35.2978,202.5,35.3009,203.2,2042.2,8,2325,0.11,8.067,3.138,4.811
2630200504,60114,64336,202.3,19.6502,24.947,19.6872,35.1232,-9,-9,202.2,2050,7.974,2316,0.15,8.062,2.946,4.536
2640200216,63014,174047,2000.6,1.976,27.67,2.1142,34.6208,88.3,34.6205,88.8,2356.8,7.47,2414,2.85,7.812,0.973,1.546
2640200211,63014,171506,3000.4,1.32,27.757,1.5376,34.6689,125.4,34.6681,125.9,2343.4,7.538,2426,2.66,7.900,1.155,1.836
2640200203,63014,164000,4501.4,1.1198,27.786,1.4948,34.6874,151.4,34.6875,151.7,2325,7.581,2426,2.53,7.955,1.296,2.061
2640200317,63014,220230,259.9,13.8211,25.709,13.8583,34.3338,200.3,34.3339,200.5,2073.7,7.841,2264,0.6,8.015,2.127,3.323
2640200315,63014,215900,350.1,10.4211,26.217,10.4628,34.152,201.7,34.1432,201.5,2112.6,7.747,2262,1.05,7.971,1.719,2.705
2640200311,63014,215105,498.3,6.9429,26.722,6.9899,34.1057,93.3,34.1052,92.4,2234.6,7.47,2290,2.3,7.743,0.950,1.503
2640200309,63014,214640,588.4,5.5496,26.951,5.5993,34.1677,-9,-9,56.1,2284.3,7.381,2309,2.68,7.658,0.757,1.199
2640200306,63014,213926,730.3,4.6033,27.187,4.6606,34.3278,34.2,34.3313,34.2,2325.3,7.352,2341,2.95,7.639,0.712,1.129
2640200301,63014,212855,1020.2,3.7894,27.405,3.8657,34.4943,48.2,34.4938,48.6,2338.5,7.398,2373,2.97,7.713,0.824,1.307
2640200623,70114,71958,5.3,25.8276,23.283,25.8287,35.2591,208.1,35.2603,208.3,2003.2,8.074,2323,0.08,8.059,3.609,5.460
2640200619,70114,71708,24.8,25.5976,23.384,25.603,35.2994,209,35.3001,209.3,2005.9,8.073,2325,0.08,8.061,3.596,5.444
2640200617,70114,71443,45.3,24.2596,23.925,24.2692,35.4761,221,35.4734,220.5,2016.8,8.062,2334,0.04,8.074,3.546,5.387
2640200615,70114,71208,75.5,22.7464,24.344,22.7617,35.445,221.8,35.4454,223.3,2022,8.053,2331,0.03,8.084,3.431,5.235
2640200612,70114,70903,99.6,22.1258,24.507,22.1456,35.4269,220.6,35.4251,221.2,2025.9,8.045,2333,0.03,8.090,3.401,5.199
2640200607,70114,70332,148.9,20.4364,24.834,20.4644,35.2466,207.4,35.2438,209.5,2040.7,-9,2320,0.1,8.072,3.090,4.746
2650200216,91414,175444,2000.7,2.0101,27.662,2.1488,34.6148,89.6,34.6154,92.2,2355.2,7.473,2414,2.83,7.817,0.984,1.564
2650200211,91414,173024,3001.1,1.32,27.758,1.5377,34.6692,128,34.6688,128.1,2342.2,7.543,2425,2.65,7.900,1.156,1.838
2650200203,91414,165143,4500.8,1.1141,27.787,1.4888,34.6878,152.9,34.6873,153.1,2324.2,7.582,2419,2.48,7.938,1.245,1.981
2650200317,91414,215814,241.5,15.6048,25.453,15.6423,34.5009,-9,-9,184.3,2080.8,7.845,2272,0.59,7.986,2.157,3.357
2650200315,91414,215444,347.5,10.6793,26.182,10.7213,34.1643,197.5,34.1652,195.9,2111.9,7.751,2261,1.05,7.966,1.718,2.702
2650200312,91414,214809,485.2,7.4848,26.641,7.5325,34.0992,114.7,34.1031,110.7,2214.7,7.516,2280,2.12,7.768,1.019,1.611
2650200309,91414,214223,610.3,5.7652,26.945,5.8178,34.1933,55.1,34.1954,54,2282.9,7.388,2309,2.75,7.659,0.765,1.212
2650200301,91414,212925,1020.6,3.8865,27.383,3.9635,34.4779,47.5,34.4797,47.4,2337.2,7.393,2369,2.99,7.702,0.807,1.280
2650200623,91514,71751,5.3,27.3948,22.522,27.396,34.9082,203.3,34.9085,202.7,1981,8.083,2300,0.14,8.042,3.638,5.479
2650200619,91514,71512,24.7,27.1204,22.602,27.126,34.8967,204.7,34.8959,204.6,1980.6,8.081,2299,0.13,8.046,3.625,5.465
2650200617,91514,71307,44.5,26.8381,22.777,26.8483,35.0101,-9,-9,207.8,1983.4,8.085,2304,0.11,8.051,3.640,5.491
2650200615,91514,71045,75.5,25.6343,23.276,25.651,35.1713,212.9,35.1691,213.6,2000.4,8.07,2317,0.08,8.059,3.572,5.408
2650200612,91514,70746,100.4,23.6867,23.95,23.7077,35.2856,213.4,35.2861,213.7,2022,8.046,2323,0.08,8.060,3.370,5.130
2650200607,91514,70232,150,20.9601,24.674,20.9888,35.2223,199.4,35.2101,199.5,2053.2,7.98,2319,0.17,8.040,2.965,4.548
2650200604,91514,65906,200.1,18.2421,25.118,18.2768,34.8764,-9,-9,192.9,2068.3,7.921,2301,0.32,8.025,2.596,4.012
2660200216,101314,175421,2000.8,1.984,27.661,2.1223,34.6113,87.8,34.6123,87.9,2355.6,7.47,2415,2.83,7.819,0.988,1.570
2660200211,101314,172832,3000.2,1.3488,27.752,1.567,34.6653,123.4,34.6649,123.6,2344.7,7.536,2425,2.64,7.892,1.138,1.809
2660200203,101314,165340,4502,1.1146,27.786,1.4894,34.6864,151.7,34.6867,151.5,2324.2,7.583,2423,2.49,7.949,1.278,2.032
2660200319,101314,220920,193.1,18.7986,25.045,18.8328,34.9644,192.6,34.9738,193.7,2063.2,7.934,2306,0.26,8.035,2.703,4.171
2660200316,101314,220211,358.5,10.4089,26.216,10.4516,34.1478,187.4,34.1481,187.6,2121.4,7.727,2264,1.17,7.953,1.659,2.610
2660200314,101314,215700,481.2,7.5058,26.641,7.5531,34.1032,105.2,34.1021,104.8,2217.3,7.504,2281,2.15,7.763,1.008,1.594
2660200311,101314,215046,590.2,5.9153,26.891,5.9668,34.1498,57.5,34.1519,56.2,2275.8,7.386,2303,2.69,7.662,0.771,1.221
2660200308,101314,214400,737.3,4.9905,27.16,5.0506,34.3483,36.8,34.3482,36.3,2314.4,7.368,2338,2.94,7.660,0.756,1.198
2660200301,101314,212740,1021.1,3.9724,27.376,4.0501,34.4812,46.1,34.4811,46.7,2334.7,7.395,2367,2.99,7.703,0.809,1.284
2660200623,101414,71924,5.6,27.6037,22.513,27.605,34.9858,203.2,34.9862,202.3,1979.4,8.089,2308,0.13,8.053,3.744,5.635
2660200619,101414,71714,24.4,27.6064,22.512,27.6121,34.9855,208.9,34.9856,202.7,1979.8,8.09,2307,0.12,8.050,3.730,5.612
2660200617,101414,71514,44.6,27.5984,22.513,27.6088,34.9843,213,34.9846,202.3,1979.5,8.091,2306,0.12,8.049,3.722,5.601
2660200615,101414,71254,75.2,24.9145,23.427,24.9307,35.0796,214,35.0904,214.2,2003,8.065,2312,0.12,8.059,3.479,5.279
2660200612,101414,71004,100.1,23.7965,23.925,23.8175,35.2948,214.7,35.2948,215.1,2020.4,8.05,2323,0.08,8.061,3.388,5.156
2660200607,101414,70449,151.6,21.2264,24.639,21.2557,35.2713,202.9,35.2753,203.4,2046.2,8,2321,0.12,8.052,3.059,4.689
2660200604,101414,70054,201.2,19.1528,24.993,19.1889,35.0139,192,35.0197,193.4,2063.7,7.943,2310,0.26,8.035,2.743,4.230
2670200216,112114,174528,2001.1,2.0449,27.66,2.1842,34.615,86.5,34.615,86.6,2357.2,7.466,2412,2.86,7.803,0.956,1.520
2670200211,112114,172220,3002.1,1.3677,27.752,1.5866,34.6662,122.6,34.6657,123,2346.4,-9,2425,2.65,7.887,1.125,1.789
